question,course,document
How can I push a Docker image to AWS ECR and then use it with AWS Lambda?,machine-learning-zoomcamp,59a81fd5
Who added the information about using AWS Serverless Framework for deploying a REST API?,machine-learning-zoomcamp,59a81fd5
What should I do if I get an error while building a Docker image on my M1 Mac?,machine-learning-zoomcamp,35dbd6e2
Why does the docker build command fail when installing the tflite runtime on M1 Mac?,machine-learning-zoomcamp,35dbd6e2
How can I resolve the pip install error for the tflite runtime on an M1 Mac?,machine-learning-zoomcamp,35dbd6e2
Is there a specific command to build the Docker image on an M1 Mac?,machine-learning-zoomcamp,35dbd6e2
What is the correct way to run the Docker image on an M1 Mac?,machine-learning-zoomcamp,35dbd6e2
What is the solution for the 'Missing Authentication Token' error while testing API Gateway in section 9.7?,machine-learning-zoomcamp,e5fe9efe
Why do I get a 'Missing Authentication Token' error when running $ python test.py in section 9.7?,machine-learning-zoomcamp,e5fe9efe
What URL format is needed to resolve the 'Missing Authentication Token' error in section 9.7?,machine-learning-zoomcamp,e5fe9efe
Who provided the solution for the 'Missing Authentication Token' error in section 9.7?,machine-learning-zoomcamp,e5fe9efe
Which section deals with the problem of invoking API Gateway locally and getting a 'Missing Authentication Token' error?,machine-learning-zoomcamp,e5fe9efe
How can I resolve the error when trying to install tflite_runtime via pip as shown in the course lectures?,machine-learning-zoomcamp,5c043c62
Is there a way I can find the appropriate os-python combination for tflite_runtime installation?,machine-learning-zoomcamp,5c043c62
Can I manually install tflite_runtime if my OS-Python combination is missing from the provided repository?,machine-learning-zoomcamp,5c043c62
Where can I find the code example for installing tflite_runtime as demonstrated in the lectures?,machine-learning-zoomcamp,5c043c62
What are the alternative methods to run tflite_runtime if my local environment setup fails?,machine-learning-zoomcamp,5c043c62
What should I do if I get a 'docker: Error response from daemon' message?,machine-learning-zoomcamp,af0739da
What is the solution for a read-only file system error in Docker?,machine-learning-zoomcamp,af0739da
How can I fix the 'mkdir /var/lib/docker' error in Docker?,machine-learning-zoomcamp,af0739da
Who provided the solution for the Docker run error?,machine-learning-zoomcamp,af0739da
What steps should I take if I encounter an error with 'overlay2' in Docker?,machine-learning-zoomcamp,af0739da
How can I save a Docker image to my local machine?,machine-learning-zoomcamp,451bc25d
Which file format is used to export a Docker image locally?,machine-learning-zoomcamp,451bc25d
What command do I use to save a Docker image as a tar file?,machine-learning-zoomcamp,451bc25d
How do I view the contents of the Docker image's filesystem?,machine-learning-zoomcamp,451bc25d
What file within the tar archive contains the filesystem layers?,machine-learning-zoomcamp,451bc25d
Why is my Jupyter notebook not recognizing a package after installing it with pip?,machine-learning-zoomcamp,ea2e7458
What should I do if my notebook doesn't recognize the package import after pip install?,machine-learning-zoomcamp,ea2e7458
How can I resolve import errors in Jupyter notebooks after installing a package?,machine-learning-zoomcamp,ea2e7458
What troubleshooting steps are needed if my Jupyter notebook can't import a newly installed package?,machine-learning-zoomcamp,ea2e7458
Why do I need to restart my Jupyter notebook after installing a package using pip?,machine-learning-zoomcamp,ea2e7458
What should I do if I run out of space on my AWS instance?,machine-learning-zoomcamp,6ce8e875
Why does deleting docker images not free up space?,machine-learning-zoomcamp,6ce8e875
How can I free up space after deleting docker images on AWS?,machine-learning-zoomcamp,6ce8e875
What is the solution to storage issues due to heavy experimenting in AWS?,machine-learning-zoomcamp,6ce8e875
Is there a command to clean up unnecessary docker files on my AWS instance?,machine-learning-zoomcamp,6ce8e875
Can we use Tensorflow 2.15 for AWS deployment?,machine-learning-zoomcamp,b50e9e2b
What is a reliable Tensorflow version for AWS deployment?,machine-learning-zoomcamp,b50e9e2b
Which python version works well with Tensorflow 2.14?,machine-learning-zoomcamp,b50e9e2b
What should be done if Tensorflow 2.14 doesn't work for AWS deployment?,machine-learning-zoomcamp,b50e9e2b
Which Tensorflow version requires python 3.8 for installation?,machine-learning-zoomcamp,b50e9e2b
What should I do if I encounter an error with the aws ecr get-login --no-include-email command?,machine-learning-zoomcamp,29311ef5
Where can I find a solution for the aws: error: argument operation: Invalid choice issue?,machine-learning-zoomcamp,29311ef5
How do I troubleshoot the aws ecr get-login --no-include-email error?,machine-learning-zoomcamp,29311ef5
What is the solution for the Invalid choice error in aws ecr get-login?,machine-learning-zoomcamp,29311ef5
Where can I get help for aws ecr get-login issues?,machine-learning-zoomcamp,29311ef5
What are the steps to sign in to the AWS Console for Week 9: Serverless?,machine-learning-zoomcamp,1e0dc11c
How do I navigate to the IAM service in AWS Console?,machine-learning-zoomcamp,1e0dc11c
What should I do to create a new IAM policy?,machine-learning-zoomcamp,1e0dc11c
What actions are allowed in the JSON policy provided for ECR?,machine-learning-zoomcamp,1e0dc11c
How can I resolve the error involving docker-credential-desktop.exe in a WSL2 system?,machine-learning-zoomcamp,1e0dc11c
How can I fix a Docker Temporary failure in name resolution error?,machine-learning-zoomcamp,1078aeb7
What should I do if Docker cannot resolve names temporarily?,machine-learning-zoomcamp,1078aeb7
What are the DNS entries to add in vim to fix Docker name resolution issues?,machine-learning-zoomcamp,1078aeb7
How do I restart Docker after resolving the name resolution error?,machine-learning-zoomcamp,1078aeb7
Which file do I need to modify to fix Docker's name resolution problem?,machine-learning-zoomcamp,1078aeb7
question1,machine-learning-zoomcamp,7daaca73
question2,machine-learning-zoomcamp,7daaca73
question3,machine-learning-zoomcamp,7daaca73
question4,machine-learning-zoomcamp,7daaca73
question5,machine-learning-zoomcamp,7daaca73
What tool can be used to test AWS Lambda with Docker locally?,machine-learning-zoomcamp,0cfbe2e2
What base image should the Docker image be built upon for AWS Lambda testing?,machine-learning-zoomcamp,0cfbe2e2
What is the command to run the Docker image as a container and start an endpoint?,machine-learning-zoomcamp,0cfbe2e2
How can I post an event to test the endpoint using curl?,machine-learning-zoomcamp,0cfbe2e2
What should I do if I encounter a marshal error during testing?,machine-learning-zoomcamp,0cfbe2e2
What should I do if I get an error saying 'Unable to import module 'lambda_function': No module named 'tensorflow' when running python test.py?,machine-learning-zoomcamp,1460fb65
How can I resolve the error related to 'No module named tensorflow' when executing my test.py file?,machine-learning-zoomcamp,1460fb65
What is a common cause for the import error 'No module named tensorflow' in a serverless deep learning environment?,machine-learning-zoomcamp,1460fb65
How should I modify my import statements in test.py to avoid the 'No module named tensorflow' error?,machine-learning-zoomcamp,1460fb65
Is there an alternative to tensorflow.lite for avoiding the 'No module named tensorflow' error in my test.py script?,machine-learning-zoomcamp,1460fb65
How can I work with Docker in Google Colab?,machine-learning-zoomcamp,d4f9efdc
What errors might I encounter when setting up Lambda API Gateway?,machine-learning-zoomcamp,d4f9efdc
How do I use boto3 to test invoke a method in API Gateway?,machine-learning-zoomcamp,d4f9efdc
What should I do if I can't run pip install tflite_runtime from GitHub wheel links?,machine-learning-zoomcamp,d4f9efdc
Can you give steps to install udocker in Google Colab?,machine-learning-zoomcamp,d4f9efdc
questions,machine-learning-zoomcamp,6a417bfe
What steps should I take to install TensorFlow with CUDA support on my local machine?,machine-learning-zoomcamp,ed8b300d
Where can I find the documentation for CUDA on WSL?,machine-learning-zoomcamp,ed8b300d
How do I install TensorFlow using pip?,machine-learning-zoomcamp,ed8b300d
What options should I select for PyTorch installation?,machine-learning-zoomcamp,ed8b300d
Who provided the instructions for installing TensorFlow and PyTorch?,machine-learning-zoomcamp,ed8b300d
What should I do if I get 'Allocator ran out of memory' errors while running TensorFlow?,machine-learning-zoomcamp,a64aed6b
How can I solve memory allocation errors in TensorFlow on my own machine?,machine-learning-zoomcamp,a64aed6b
What configuration can help avoid GPU memory allocation issues in TensorFlow?,machine-learning-zoomcamp,a64aed6b
Is there a coding solution to fix 'Allocator ran out of memory' errors in TensorFlow?,machine-learning-zoomcamp,a64aed6b
How do I configure TensorFlow to allow GPU memory growth and avoid allocation errors?,machine-learning-zoomcamp,a64aed6b
How do I fix the 'Descriptors cannot not be created directly' error in session 10.3?,machine-learning-zoomcamp,727238ee
What version of protobuf should I use to avoid the error in gateway.py?,machine-learning-zoomcamp,727238ee
What are the suggested workarounds if I encounter the protobuf error in section 10.3?,machine-learning-zoomcamp,727238ee
How can I create the virtual environment for session 10.3 without encountering the protobuf issue?,machine-learning-zoomcamp,727238ee
What steps should I follow if my generated code is out of date and causing errors in session 10.3?,machine-learning-zoomcamp,727238ee
What should I do if I get an error saying 'Cannot connect to the Docker daemon at unix:///var/run/docker.sock'?,machine-learning-zoomcamp,85d4901d
How can I resolve Docker daemon connection issues in WSL?,machine-learning-zoomcamp,85d4901d
Why might my Docker Desktop stop connecting to the WSL Linux distro?,machine-learning-zoomcamp,85d4901d
Where in Docker Desktop settings can I enable additional distros to resolve connection issues?,machine-learning-zoomcamp,85d4901d
Is it necessary to enable additional distros in Docker Desktop if I receive daemon connection errors in WSL?,machine-learning-zoomcamp,85d4901d
What should I do if the HPA instance does not run correctly after installing the latest version of Metrics Server?,machine-learning-zoomcamp,df023a13
How do I edit the deployment file if HPA targets still appear as <unknown>?,machine-learning-zoomcamp,df023a13
What command do I use to apply the latest metrics-server components?,machine-learning-zoomcamp,df023a13
Which line should I add to the args section in the metrics-server deployment configuration?,machine-learning-zoomcamp,df023a13
What is the final step after saving changes to the metrics-server deployment configuration?,machine-learning-zoomcamp,df023a13
What should I do if my HPA instance doesn't run properly after installing the latest version of Metrics Server?,machine-learning-zoomcamp,48e92d65
Is there another step if the HPA instance targets still appear as <unknown>?,machine-learning-zoomcamp,48e92d65
What command should I run to fix an HPA instance that isn't working correctly?,machine-learning-zoomcamp,48e92d65
Where can I find a metrics server deployment file that includes the --kubelet-insecure-tls option?,machine-learning-zoomcamp,48e92d65
Who provided the solution for the HPA instance issue with Metrics Server?,machine-learning-zoomcamp,48e92d65
What should I do if I get an OSError: [WinError 5] Access is denied while installing packages via pip?,machine-learning-zoomcamp,1685cae4
How do I resolve access denied errors when installing grpcio and tensorflow-serving-api on Windows?,machine-learning-zoomcamp,1685cae4
What specific command can I use to install grpcio and tensorflow-serving-api without facing permission issues on a Windows machine?,machine-learning-zoomcamp,1685cae4
Can you suggest a way to handle permissions error when installing Python libraries in Windows?,machine-learning-zoomcamp,1685cae4
What was Asia Saeed's solution to successfully install packages that initially resulted in a [WinError 5] Access is denied error?,machine-learning-zoomcamp,1685cae4
What error message might I see when running gateway.py after modifying the code in video 10.3?,machine-learning-zoomcamp,4fb7b21e
How was the issue with 'Descriptors cannot not be created directly' resolved?,machine-learning-zoomcamp,4fb7b21e
What is the version of protobuf to downgrade to resolve the TypeError in section 10?,machine-learning-zoomcamp,4fb7b21e
Which environment variable can be set as an alternative workaround if proto files cannot be regenerated?,machine-learning-zoomcamp,4fb7b21e
Who provided the solution for downgrading the protobuf package to fix the TensorFlow Serving issue?,machine-learning-zoomcamp,4fb7b21e
How can I easily install kubectl on Windows using VSCode terminal?,machine-learning-zoomcamp,8bd3bfc2
Where can I find a step-by-step tutorial for installing kubectl on Windows?,machine-learning-zoomcamp,8bd3bfc2
What commands should I use to download kubectl with curl on Windows?,machine-learning-zoomcamp,8bd3bfc2
Which folder should the kubectl executable file be copied to on the C drive?,machine-learning-zoomcamp,8bd3bfc2
How can I add a new folder path to the PATH environment variable on Windows?,machine-learning-zoomcamp,8bd3bfc2
How do I install kind using the choco library in section 10?,machine-learning-zoomcamp,03b5fc59
What is the first step to install kind via choco in Kubernetes and TensorFlow Serving?,machine-learning-zoomcamp,03b5fc59
Which terminal should be used with admin rights for installing choco in section 10?,machine-learning-zoomcamp,03b5fc59
What should be installed first before installing kind using choco in section 10?,machine-learning-zoomcamp,03b5fc59
Could you provide the syntax for installing the choco library in section 10?,machine-learning-zoomcamp,03b5fc59
What should I do if I have trouble installing Kind via Windows Powershell?,machine-learning-zoomcamp,7c31bc9a
How do I install Go?,machine-learning-zoomcamp,7c31bc9a
How can I confirm Go is installed correctly?,machine-learning-zoomcamp,7c31bc9a
What command is used to install Kind after installing Go?,machine-learning-zoomcamp,7c31bc9a
How do I confirm Kind is installed successfully?,machine-learning-zoomcamp,7c31bc9a
What should I do if I encounter the error 'The connection to the server localhost:8080 was refused - did you specify the right host or port?' when using kubectl?,machine-learning-zoomcamp,605efc12
How can I resolve issues with kubectl where the server connection is refused on localhost:8080?,machine-learning-zoomcamp,605efc12
What steps should be taken when kubectl fails with 'localhost:8080 connection refused' error?,machine-learning-zoomcamp,605efc12
Is there a way to fix the connection refused error on localhost:8080 for kubectl without setting environment variables?,machine-learning-zoomcamp,605efc12
What is the recommended solution from Martin Uribe for fixing kubectl's connection refused error on localhost:8080?,machine-learning-zoomcamp,605efc12
What should I do if I run out of storage on my AWS instance while experimenting with Docker images?,machine-learning-zoomcamp,c5cde96c
Why didn't removing Docker images help free up space on my 30-GB AWS instance?,machine-learning-zoomcamp,c5cde96c
"After removing Docker images, what command should I run to actually free up storage space?",machine-learning-zoomcamp,c5cde96c
What can be a consequence of extensively experimenting with Docker images without considering storage limitations?,machine-learning-zoomcamp,c5cde96c
Where can I find additional information on why removing Docker containers and images does not immediately free up storage space?,machine-learning-zoomcamp,c5cde96c
What does 'correct value for CPU and memory' mean in HW10 Q6?,machine-learning-zoomcamp,d45d2da6
Are CPU and memory values arbitrary in HW10 Q6?,machine-learning-zoomcamp,d45d2da6
Do we need to specify CPU and memory in the yaml file for HW10 Q6?,machine-learning-zoomcamp,d45d2da6
Does the correct value in HW10 Q6 only refer to the port?,machine-learning-zoomcamp,d45d2da6
Do ports have a defined correct value for HW10 Q6?,machine-learning-zoomcamp,d45d2da6
Why are CPU values in Kubernetes deployment.yaml formatted with 'm'?,machine-learning-zoomcamp,59823c72
What does 'm' in Kubernetes CPU resource specifications signify?,machine-learning-zoomcamp,59823c72
How many CPU cores does '100m' represent in Kubernetes?,machine-learning-zoomcamp,59823c72
Why is Kubernetes CPU specified in milliCPUs?,machine-learning-zoomcamp,59823c72
Who added the explanation on CPU values in the FAQ?,machine-learning-zoomcamp,59823c72
What should I do if I get an error 'no nodes found for cluster kind' when loading a docker image?,machine-learning-zoomcamp,665f7b27
How do I load a docker image to a named cluster in Kubernetes?,machine-learning-zoomcamp,665f7b27
What is the correct command to load 'zoomcamp-10-model:xception-v4-001' into a cluster named 'clothing-model'?,machine-learning-zoomcamp,665f7b27
"If specifying a cluster name is necessary, how do I include it in the 'kind' command?",machine-learning-zoomcamp,665f7b27
Who is the person acknowledged for providing the solution to the docker image loading issue?,machine-learning-zoomcamp,665f7b27
What should I do if the 'kind' command is not recognized in Windows?,machine-learning-zoomcamp,0a406fe0
How do I fix the issue where 'kind --version' is not recognized?,machine-learning-zoomcamp,0a406fe0
What is the solution when 'kind' is not an internal or external command in Windows?,machine-learning-zoomcamp,0a406fe0
Why do I get an error when I try to run the 'kind' command on Windows?,machine-learning-zoomcamp,0a406fe0
How can I resolve the 'kind' command error in Windows?,machine-learning-zoomcamp,0a406fe0
What changes are needed to use kind with Rootless Docker on a Linux system?,machine-learning-zoomcamp,64b209b0
Can kind run on Linux with Rootless Podman?,machine-learning-zoomcamp,64b209b0
Where can I find information about using kind with Rootless Docker?,machine-learning-zoomcamp,64b209b0
Do I need to modify my Linux system to run kind with Rootless Podman?,machine-learning-zoomcamp,64b209b0
Who provided the answer regarding Rootless Docker or Rootless Podman for kind?,machine-learning-zoomcamp,64b209b0
How do I deploy the Kubernetes Dashboard?,machine-learning-zoomcamp,518c4cb8
How can I access the Kubernetes Dashboard?,machine-learning-zoomcamp,518c4cb8
Which section covers Kubernetes and TensorFlow Serving?,machine-learning-zoomcamp,518c4cb8
Who provided the information on deploying and accessing the Kubernetes Dashboard?,machine-learning-zoomcamp,518c4cb8
What is the subject of section 10?,machine-learning-zoomcamp,518c4cb8
Which AWS CLI version is required for eksctl?,machine-learning-zoomcamp,00882c83
How can I verify my AWS CLI version?,machine-learning-zoomcamp,00882c83
Where can I find the migration instructions for AWS CLI v2?,machine-learning-zoomcamp,00882c83
Is AWS CLI v1 compatible with eksctl?,machine-learning-zoomcamp,00882c83
What is the command to check my AWS CLI version?,machine-learning-zoomcamp,00882c83
"During video 10.3 testing a Flask service, why do I get a TypeError with 'unbound_message'?",machine-learning-zoomcamp,d6d483ce
Why do I encounter an error when I import Flask with 'from flask import Flask'?,machine-learning-zoomcamp,d6d483ce
What's the solution to the TypeError related to 'unbound_message' when running gateway.py?,machine-learning-zoomcamp,d6d483ce
What version conflict causes the TypeError while importing Flask?,machine-learning-zoomcamp,d6d483ce
How can I resolve the version conflict between Flask and Werkzeug?,machine-learning-zoomcamp,d6d483ce
What should I do if running the command 'aws ecr get-login --no-include-email' returns an invalid choice error?,machine-learning-zoomcamp,f9711723
How do I authenticate Docker with AWS ECR using the updated AWS command?,machine-learning-zoomcamp,f9711723
Where can I find the official AWS documentation for pushing Docker images to ECR?,machine-learning-zoomcamp,f9711723
Is there an alternative command for 'aws ecr get-login-password' if I have a default region configured?,machine-learning-zoomcamp,f9711723
Who provided the solution to the 'aws ecr get-login --no-include-email' issue in the FAQ?,machine-learning-zoomcamp,f9711723
How do I resolve the error when downloading tensorflow/serving:2.7.0 on an Apple M1 Mac?,machine-learning-zoomcamp,5bda3b94
What error is encountered when running docker code on an Apple M1 Mac?,machine-learning-zoomcamp,5bda3b94
Which command gives an error with tensorflow/serving:2.7.0 on an Apple M1 Mac?,machine-learning-zoomcamp,5bda3b94
What is the alternative Docker image suggested for downloading tensorflow/serving on the M1 Mac?,machine-learning-zoomcamp,5bda3b94
Where can I find more information about running TensorFlow Serving on an M1 Mac?,machine-learning-zoomcamp,5bda3b94
What causes the illegal instruction error when running tensorflow/serving on Mac M2?,machine-learning-zoomcamp,cccd31cf
Why doesn’t emacski maintain the tensorflow/serving repo anymore?,machine-learning-zoomcamp,cccd31cf
How do I run the tensorflow/serving Docker code on Mac M2 without getting an error?,machine-learning-zoomcamp,cccd31cf
What is an alternative image to use instead of tensorflow/serving for Mac M2?,machine-learning-zoomcamp,cccd31cf
How do I set up tensorflow serving using docker-compose for Mac M2?,machine-learning-zoomcamp,cccd31cf
What should I do if HPA doesn’t show CPU metrics and the TARGETS column displays <unknown>?,machine-learning-zoomcamp,57f49999
How can I resolve the issue when the CPU metrics show FailedGetResourceMetric errors?,machine-learning-zoomcamp,57f49999
What can I do to fix the problem indicated by the error message 'unable to get metrics for resource cpu'?,machine-learning-zoomcamp,57f49999
What steps are needed to solve the problem with CPU metrics in HPA reported by the metrics API?,machine-learning-zoomcamp,57f49999
How can I fix unknown CPU metrics for my HPA deployment?,machine-learning-zoomcamp,57f49999
How can I fix errors with istio during KServe installation?,machine-learning-zoomcamp,5cb58698
What should I check if the curl command for KServe installation fails?,machine-learning-zoomcamp,5cb58698
Which versions of software are causing issues during KServe installation?,machine-learning-zoomcamp,5cb58698
What steps should I take to edit the quick_install.bash file?,machine-learning-zoomcamp,5cb58698
Who added the solution to the istio installation problem?,machine-learning-zoomcamp,5cb58698
What are the problem titles for the midterm project?,machine-learning-zoomcamp,de650b41
Can you describe the problems for the capstone project?,machine-learning-zoomcamp,de650b41
Where can I find the solution descriptions for the projects?,machine-learning-zoomcamp,de650b41
Are the solution descriptions provided optional?,machine-learning-zoomcamp,de650b41
Who is credited for adding optional content to the project descriptions?,machine-learning-zoomcamp,de650b41
questions,machine-learning-zoomcamp,9ffacaac
Are the midterm projects done individually?,machine-learning-zoomcamp,4dfb5d4f
Do we work alone on the capstone projects?,machine-learning-zoomcamp,4dfb5d4f
Is collaboration allowed for midterm projects?,machine-learning-zoomcamp,4dfb5d4f
Can capstone projects be done with a partner?,machine-learning-zoomcamp,4dfb5d4f
Are group efforts permitted for capstone and midterm projects?,machine-learning-zoomcamp,4dfb5d4f
Which modules should a midterm project ideally cover?,machine-learning-zoomcamp,0b8739b7
What topics does the capstone project need to include from the syllabus?,machine-learning-zoomcamp,0b8739b7
Am I allowed to include topics not covered in class for my midterm or capstone project?,machine-learning-zoomcamp,0b8739b7
Where can I find more discussions about projects from previous cohorts?,machine-learning-zoomcamp,0b8739b7
What should I do if I include content not taught in class for my project?,machine-learning-zoomcamp,0b8739b7
Where can I find sample midterm projects?,machine-learning-zoomcamp,9eb52679
How should I submit the midterm project?,machine-learning-zoomcamp,9eb52679
What are the steps to complete the midterm project deliverables?,machine-learning-zoomcamp,9eb52679
Where can I find datasets for my project?,machine-learning-zoomcamp,9eb52679
Are there any bonus points for cloud deployment of the project?,machine-learning-zoomcamp,9eb52679
Where can I find instructions for conducting peer reviews for projects?,machine-learning-zoomcamp,7a1fcfd9
How do I access the previous cohorts projects page?,machine-learning-zoomcamp,7a1fcfd9
What will Alexey and his team compile for project reviews?,machine-learning-zoomcamp,7a1fcfd9
How are the projects assigned to students for peer reviews?,machine-learning-zoomcamp,7a1fcfd9
What is the format for checking project submissions?,machine-learning-zoomcamp,7a1fcfd9
How do I compute the hash for the project review?,machine-learning-zoomcamp,1cfa62c5
Where can I find the instructions to compute the hash for project review?,machine-learning-zoomcamp,1cfa62c5
Is there a resource that explains computing the hash for project reviews?,machine-learning-zoomcamp,1cfa62c5
Can you direct me to the guidance for computing hash for project review?,machine-learning-zoomcamp,1cfa62c5
What are the steps to compute the hash for a project review?,machine-learning-zoomcamp,1cfa62c5
Do we need to make 14 posts for the midterm project?,machine-learning-zoomcamp,2a78f52e
Can we do regular seven posts for the midterm project?,machine-learning-zoomcamp,2a78f52e
Is each post valued at 2 points for the learning in public requirement?,machine-learning-zoomcamp,2a78f52e
Do we need to make one post worth 14 points for the midterm project?,machine-learning-zoomcamp,2a78f52e
Is one post required for each day over 14 days for the midterm project?,machine-learning-zoomcamp,2a78f52e
How can I upload large files to a GitHub repository for my project?,machine-learning-zoomcamp,68aeab64
Is there a tool available to help with large datasets on GitHub?,machine-learning-zoomcamp,68aeab64
What should I do if my GitHub repository can't handle my dataset size?,machine-learning-zoomcamp,68aeab64
Can git-lfs be used for large files in my project?,machine-learning-zoomcamp,68aeab64
Where can I find more information about git-lfs?,machine-learning-zoomcamp,68aeab64
What happens if I submit only two projects?,machine-learning-zoomcamp,9a7c26e0
How many projects must I submit to get the certificate?,machine-learning-zoomcamp,9a7c26e0
Can I still get the certificate if I fail to submit the third project?,machine-learning-zoomcamp,9a7c26e0
Is my certificate affected if I don't submit all three projects?,machine-learning-zoomcamp,9a7c26e0
What does Alexey Grigorev say about project submission requirements?,machine-learning-zoomcamp,9a7c26e0
Do I need to review peers for the second capstone if I skipped the last project?,machine-learning-zoomcamp,1fd83eb9
Is peer review mandatory if I submit my project?,machine-learning-zoomcamp,1fd83eb9
Can I avoid peer reviews by not submitting my last project?,machine-learning-zoomcamp,1fd83eb9
Does completing the first two projects eliminate the need for peer reviews in the capstone?,machine-learning-zoomcamp,1fd83eb9
Who confirmed the peer review policy on Slack?,machine-learning-zoomcamp,1fd83eb9
How many models should I train for the midterm?,machine-learning-zoomcamp,fbaa5b20
What does 'train multiple models' mean for the midterm?,machine-learning-zoomcamp,fbaa5b20
Is training just one model sufficient for the midterm deliverables?,machine-learning-zoomcamp,fbaa5b20
How do I know how many models are enough for the midterm project?,machine-learning-zoomcamp,fbaa5b20
"For the midterm, should I focus on training only one model?",machine-learning-zoomcamp,fbaa5b20
How do I find which projects I need to review for the capstone assignment?,machine-learning-zoomcamp,37eab341
What is the process to calculate my hash value for project assignment?,machine-learning-zoomcamp,37eab341
Where can I find the spreadsheet with the list of assigned peer projects to review?,machine-learning-zoomcamp,37eab341
What does the Python code do in the project evaluation process?,machine-learning-zoomcamp,37eab341
How many projects am I supposed to review for the capstone assignment?,machine-learning-zoomcamp,37eab341
Is the decision to pass a project based on individual scores or average scores of all students?,machine-learning-zoomcamp,57754faf
Is the student's total score considered for passing the project?,machine-learning-zoomcamp,57754faf
How are project scores evaluated for passing criteria?,machine-learning-zoomcamp,57754faf
Does the instructor ensure most students pass based on their scores?,machine-learning-zoomcamp,57754faf
What determines whether a project is passed or failed in the course?,machine-learning-zoomcamp,57754faf
Why is it necessary to include a train.py file along with notebook.ipynb?,machine-learning-zoomcamp,6979c5d1
Can you explain the purpose of submitting train.py for peer review?,machine-learning-zoomcamp,6979c5d1
Why should the train.py file be part of the environment setup with conda or pipenv?,machine-learning-zoomcamp,6979c5d1
What is the reason behind including train.py if I already have a Jupyter Notebook?,machine-learning-zoomcamp,6979c5d1
How is train.py utilized in the midterm project reviews by peers?,machine-learning-zoomcamp,6979c5d1
How can I install the Pillow library in my Python environment?,machine-learning-zoomcamp,a1bd8c34
What is the first step to loading an image using the PILLOW library?,machine-learning-zoomcamp,a1bd8c34
Which Python module do I need to import to open an image in PILLOW?,machine-learning-zoomcamp,a1bd8c34
How do I convert a loaded image to a numpy array?,machine-learning-zoomcamp,a1bd8c34
What file format is the image in the provided example?,machine-learning-zoomcamp,a1bd8c34
Is it necessary to include a train.py file in the midterm project directory if I already have train.ipynb?,machine-learning-zoomcamp,b2ab0fc1
Why do we need a train.py file instead of just using a train.ipynb notebook?,machine-learning-zoomcamp,b2ab0fc1
Can train.py be replaced by train.ipynb in our midterm project?,machine-learning-zoomcamp,b2ab0fc1
What is the importance of having a train.py file for training a model?,machine-learning-zoomcamp,b2ab0fc1
Why do professional training jobs prefer using a python script over a notebook?,machine-learning-zoomcamp,b2ab0fc1
Can I serve a form to collect user data for model processing?,machine-learning-zoomcamp,80c439a9
Where can I find resources to create a frontend form for data entry?,machine-learning-zoomcamp,80c439a9
How should I handle validations for user-entered data?,machine-learning-zoomcamp,80c439a9
Is it advisable to only perform validations on the frontend for data entry?,machine-learning-zoomcamp,80c439a9
What tool can help create a quick user interface for data validation?,machine-learning-zoomcamp,80c439a9
How can I determine feature importance in an XGBoost model?,machine-learning-zoomcamp,ff93b86e
What method should I use if model.feature_importances_ returns an error?,machine-learning-zoomcamp,ff93b86e
What is the correct attribute to use for feature importance in an XGBoost model trained with xgb.train?,machine-learning-zoomcamp,ff93b86e
Why does model.feature_importances_ give an AttributeError in XGBoost?,machine-learning-zoomcamp,ff93b86e
How should I train my XGBoost model if I want to use get_score() for feature importance?,machine-learning-zoomcamp,ff93b86e
What does the error '[Errno 12] Cannot allocate memory' mean in AWS Elastic Container Service?,machine-learning-zoomcamp,fcd86c8f
How can I fix the '[Errno 12] Cannot allocate memory' error in my ECS task?,machine-learning-zoomcamp,fcd86c8f
Who provided the solution for the memory allocation issue in ECS?,machine-learning-zoomcamp,fcd86c8f
What should I do if I see '[Errno 12] Cannot allocate memory' in ECS task logs?,machine-learning-zoomcamp,fcd86c8f
How can I increase RAM and CPU in an ECS task definition?,machine-learning-zoomcamp,fcd86c8f
Why does Pickle throw an error when running a docker container with waitress serving app.py for making predictions?,machine-learning-zoomcamp,236864c2
What is causing the Pickle error 'can’t get attribute <name_of_class> on module __main__'?,machine-learning-zoomcamp,236864c2
Why does the Pickle error not occur when using Flask directly instead of through waitress?,machine-learning-zoomcamp,236864c2
What is the solution to the Pickle error caused by a custom column transformer class?,machine-learning-zoomcamp,236864c2
How can the error be solved if Flask is used directly in predict.py without waitress?,machine-learning-zoomcamp,236864c2
What are some techniques to manage outliers in a dataset?,machine-learning-zoomcamp,efc4a04f
How can log transformation help with dataset outliers?,machine-learning-zoomcamp,efc4a04f
Is clipping high values a recommended outlier handling technique?,machine-learning-zoomcamp,efc4a04f
When should I consider dropping outliers in my data?,machine-learning-zoomcamp,efc4a04f
Can you explain dataset transformation for outlier management?,machine-learning-zoomcamp,efc4a04f
What error did Asia Saeed encounter while creating a Docker image using bentoml?,machine-learning-zoomcamp,15f361b7
What was the error message received when bentoml-cli 'serve' failed?,machine-learning-zoomcamp,15f361b7
What was the cause of the error related to loading Bento due to module 'service' in bentoml?,machine-learning-zoomcamp,15f361b7
How was the error about importing the 'sklearn' module resolved in bentoml?,machine-learning-zoomcamp,15f361b7
What should the correct package list in bentofile.yaml include to prevent module import issues?,machine-learning-zoomcamp,15f361b7
